trial,n,q,success,precond?
6,15,31,90,0
6,16,31,97,0
6,17,31,94,0
6,18,31,100,0
6,19,31,95,0
6,20,31,100,0
6,21,31,99,0
6,22,31,100,0
6,23,31,93,0
6,24,31,89,0
6,25,31,95,0
6,26,31,90,0
6,27,31,90,0
6,28,31,89,0
6,29,31,89,0
6,30,31,87,0
6,31,31,91,0
6,32,31,100,0
6,33,31,93,0
6,34,31,89,0
6,35,31,95,0
6,36,31,76,0
6,37,31,90,0
6,38,31,97,0
6,39,31,96,0
6,40,31,94,0
6,41,31,84,0
6,42,31,80,0
6,43,31,100,0
6,44,31,100,0
6,45,31,100,0
6,46,31,100,0
6,47,31,89,0
6,48,31,100,0
6,49,31,94,0
6,50,31,100,0
6,51,31,100,0
6,52,31,100,0
6,53,31,100,0
6,54,31,73,0
6,55,31,100,0
6,56,31,81,0
6,57,31,81,0
6,58,31,73,0
6,59,31,92,0
6,60,31,87,0
6,61,31,92,0
6,62,31,86,0
6,63,31,100,0
6,64,31,100,0
6,65,31,93,0
6,66,31,100,0
6,67,31,84,0
6,68,31,98,0
6,69,31,99,0
6,70,31,80,0
6,71,31,95,0
6,72,31,100,0
6,73,31,90,0
6,74,31,76,0
6,75,31,82,0
6,76,31,87,0
6,77,31,91,0
6,78,31,100,0
6,79,31,90,0
6,80,31,87,0
6,81,31,79,0
6,82,31,83,0
6,83,31,94,0
6,84,31,83,0
6,85,31,100,0
6,86,31,79,0
6,87,31,90,0
6,88,31,100,0
6,89,31,100,0
6,90,31,100,0
6,91,31,89,0
6,92,31,81,0
6,93,31,77,0
6,94,31,88,0
6,95,31,75,0
6,96,31,100,0
6,97,31,94,0
6,98,31,88,0
6,99,31,100,0
6,100,31,34,1
6,10,31,49,1
6,11,31,51,1
6,12,31,32,1
6,13,31,38,1
6,14,31,53,1
6,15,31,31,1
6,16,31,36,1
6,17,31,31,1
6,18,31,31,1
6,19,31,32,1
6,20,31,32,1
6,21,31,38,1
6,22,31,34,1
6,23,31,20,1
6,24,31,25,1
6,25,31,33,1
6,26,31,22,1
6,27,31,22,1
6,28,31,24,1
6,29,31,16,1
6,30,31,26,1
6,31,31,29,1
6,32,31,18,1
6,33,31,36,1
6,34,31,22,1
6,35,31,25,1
6,36,31,24,1
6,37,31,20,1
6,38,31,18,1
6,39,31,21,1
6,40,31,12,1
6,41,31,28,1
6,42,31,16,1
6,43,31,19,1
6,44,31,31,1
6,45,31,13,1
6,46,31,17,1
6,47,31,23,1
6,48,31,28,1
6,49,31,19,1
6,50,31,24,1
6,51,31,19,1
6,52,31,27,1
6,53,31,24,1
6,54,31,21,1
6,55,31,16,1
6,56,31,28,1
6,57,31,22,1
6,58,31,25,1
6,59,31,15,1
6,60,31,18,1
6,61,31,24,1
6,62,31,14,1
6,63,31,29,1
6,64,31,32,1
6,65,31,26,1
6,66,31,32,1
6,67,31,27,1
6,68,31,24,1
6,69,31,26,1
6,70,31,27,1
6,71,31,26,1
6,72,31,25,1
6,73,31,31,1
6,74,31,22,1
6,75,31,27,1
6,76,31,27,1
6,77,31,32,1
6,78,31,24,1
6,79,31,30,1
6,80,31,31,1
6,81,31,17,1
6,82,31,47,1
6,83,31,16,1
6,84,31,28,1
6,85,31,32,1
6,86,31,28,1
6,87,31,31,1
6,88,31,34,1
6,89,31,33,1
6,90,31,25,1
6,91,31,27,1
6,92,31,27,1
6,93,31,35,1
6,94,31,28,1
6,95,31,29,1
6,96,31,32,1
6,97,31,34,1
6,98,31,26,1
6,99,31,31,1
7,100,31,91,0
7,10,31,93,0
7,11,31,93,0
7,12,31,90,0
7,13,31,100,0
7,14,31,63,0
7,15,31,100,0
7,16,31,100,0
7,17,31,85,0
7,18,31,86,0
7,19,31,92,0
7,20,31,100,0
7,21,31,100,0
7,22,31,92,0
7,23,31,92,0
7,24,31,95,0
7,25,31,100,0
7,26,31,93,0
7,27,31,100,0
7,28,31,86,0
7,29,31,85,0
7,30,31,100,0
7,31,31,99,0
7,32,31,100,0
7,33,31,80,0
7,34,31,83,0
7,35,31,100,0
7,36,31,92,0
7,37,31,100,0
7,38,31,65,0
7,39,31,91,0
7,40,31,84,0
7,41,31,91,0
7,42,31,86,0
7,43,31,73,0
7,44,31,65,0
7,45,31,89,0
7,46,31,90,0
7,47,31,100,0
7,48,31,95,0
7,49,31,95,0
7,50,31,92,0
7,51,31,82,0
7,52,31,88,0
7,53,31,95,0
7,54,31,82,0
7,55,31,92,0
7,56,31,93,0
7,57,31,100,0
7,58,31,100,0
7,59,31,96,0
7,60,31,88,0
7,61,31,100,0
7,62,31,100,0
7,63,31,100,0
7,64,31,91,0
7,65,31,99,0
7,66,31,100,0
7,67,31,100,0
7,68,31,78,0
7,69,31,90,0
7,70,31,100,0
7,71,31,100,0
7,72,31,80,0
7,73,31,82,0
7,74,31,100,0
7,75,31,89,0
7,76,31,88,0
7,77,31,93,0
7,78,31,91,0
7,79,31,80,0
7,80,31,83,0
7,81,31,93,0
7,82,31,100,0
7,83,31,99,0
7,84,31,80,0
7,85,31,83,0
7,86,31,100,0
7,87,31,83,0
7,88,31,92,0
7,89,31,74,0
7,90,31,93,0
7,91,31,99,0
7,92,31,100,0
7,93,31,89,0
7,94,31,86,0
7,95,31,100,0
7,96,31,78,0
7,97,31,100,0
7,98,31,100,0
7,99,31,100,0
7,100,31,26,1
7,10,31,57,1
7,11,31,45,1
7,12,31,35,1
7,13,31,44,1
7,14,31,27,1
7,15,31,24,1
7,16,31,27,1
7,17,31,33,1
7,18,31,41,1
7,19,31,23,1
7,20,31,49,1
7,21,31,20,1
7,22,31,32,1
7,23,31,45,1
7,24,31,35,1
7,25,31,36,1
7,26,31,30,1
7,27,31,28,1
7,28,31,20,1
7,29,31,28,1
7,30,31,12,1
7,31,31,12,1
7,32,31,21,1
7,33,31,29,1
7,34,31,30,1
7,35,31,25,1
7,36,31,19,1
7,37,31,36,1
7,38,31,24,1
7,39,31,32,1
7,40,31,27,1
7,41,31,21,1
7,42,31,23,1
7,43,31,20,1
7,44,31,27,1
7,45,31,33,1
7,46,31,15,1
7,47,31,22,1
7,48,31,21,1
7,49,31,29,1
7,50,31,22,1
7,51,31,28,1
7,52,31,11,1
7,53,31,16,1
7,54,31,17,1
7,55,31,23,1
7,56,31,14,1
7,57,31,18,1
7,58,31,24,1
7,59,31,22,1
7,60,31,21,1
7,61,31,25,1
7,62,31,15,1
7,63,31,20,1
7,64,31,16,1
7,65,31,29,1
7,66,31,27,1
7,67,31,30,1
7,68,31,37,1
7,69,31,16,1
7,70,31,25,1
7,71,31,28,1
7,72,31,26,1
7,73,31,36,1
7,74,31,28,1
7,75,31,28,1
7,76,31,21,1
7,77,31,24,1
7,78,31,35,1
7,79,31,30,1
7,80,31,22,1
7,81,31,27,1
7,82,31,23,1
7,83,31,22,1
7,84,31,29,1
7,85,31,28,1
7,86,31,23,1
7,87,31,32,1
7,88,31,14,1
7,89,31,20,1
7,90,31,24,1
7,91,31,18,1
7,92,31,32,1
7,93,31,36,1
7,94,31,29,1
7,95,31,25,1
7,96,31,28,1
7,97,31,16,1
7,98,31,31,1
7,99,31,32,1
8,100,31,85,0
8,10,31,69,0
8,11,31,85,0
8,12,31,86,0
8,13,31,93,0
8,14,31,80,0
8,15,31,100,0
8,16,31,91,0
8,17,31,83,0
8,18,31,94,0
8,19,31,90,0
8,20,31,92,0
8,21,31,81,0
8,22,31,100,0
8,23,31,100,0
8,24,31,98,0
8,25,31,84,0
8,26,31,100,0
8,27,31,93,0
8,28,31,90,0
8,29,31,99,0
8,30,31,92,0
8,31,31,100,0
8,32,31,76,0
8,33,31,91,0
8,34,31,65,0
8,35,31,76,0
8,36,31,100,0
8,37,31,100,0
8,38,31,100,0
8,39,31,90,0
8,40,31,100,0
8,41,31,100,0
8,42,31,88,0
8,43,31,84,0
8,44,31,65,0
8,45,31,89,0
8,46,31,100,0
8,47,31,100,0
8,48,31,94,0
8,49,31,84,0
8,50,31,93,0
8,51,31,95,0
8,52,31,100,0
8,53,31,73,0
8,54,31,71,0
8,55,31,100,0
8,56,31,80,0
8,57,31,93,0
8,58,31,88,0
8,59,31,88,0
8,60,31,90,0
8,61,31,100,0
8,62,31,100,0
8,63,31,100,0
8,64,31,76,0
8,65,31,100,0
8,66,31,74,0
8,67,31,90,0
8,68,31,87,0
8,69,31,100,0
8,70,31,78,0
8,71,31,88,0
8,72,31,100,0
8,73,31,85,0
8,74,31,85,0
8,75,31,85,0
8,76,31,82,0
8,77,31,99,0
8,78,31,100,0
8,79,31,100,0
8,80,31,99,0
8,81,31,86,0
8,82,31,86,0
8,83,31,100,0
8,84,31,94,0
8,85,31,100,0
8,86,31,100,0
8,87,31,93,0
8,88,31,99,0
8,89,31,100,0
8,90,31,89,0
8,91,31,100,0
8,92,31,92,0
8,93,31,85,0
8,94,31,77,0
8,95,31,90,0
8,96,31,86,0
8,97,31,92,0
8,98,31,100,0
8,99,31,100,0
8,100,31,27,1
8,10,31,53,1
8,11,31,31,1
8,12,31,48,1
8,13,31,37,1
8,14,31,46,1
8,15,31,22,1
8,16,31,28,1
8,17,31,35,1
8,18,31,34,1
8,19,31,27,1
8,20,31,27,1
8,21,31,34,1
8,22,31,24,1
8,23,31,23,1
8,24,31,20,1
8,25,31,17,1
8,26,31,34,1
8,27,31,39,1
8,28,31,34,1
8,29,31,27,1
8,30,31,23,1
8,31,31,16,1
8,32,31,23,1
8,33,31,19,1
8,34,31,19,1
8,35,31,23,1
8,36,31,26,1
8,37,31,30,1
8,38,31,28,1
8,39,31,27,1
8,40,31,36,1
8,41,31,14,1
8,42,31,23,1
8,43,31,19,1
8,44,31,25,1
8,45,31,34,1
8,46,31,22,1
8,47,31,25,1
8,48,31,19,1
8,49,31,19,1
8,50,31,26,1
8,51,31,21,1
8,52,31,16,1
8,53,31,24,1
8,54,31,29,1
8,55,31,20,1
8,56,31,22,1
8,57,31,20,1
8,58,31,17,1
8,59,31,25,1
8,60,31,17,1
8,61,31,21,1
8,62,31,36,1
8,63,31,15,1
8,64,31,28,1
8,65,31,19,1
8,66,31,28,1
8,67,31,24,1
8,68,31,10,1
8,69,31,21,1
8,70,31,24,1
8,71,31,24,1
8,72,31,27,1
8,73,31,22,1
8,74,31,22,1
8,75,31,25,1
8,76,31,24,1
8,77,31,26,1
8,78,31,24,1
8,79,31,44,1
8,80,31,22,1
8,81,31,19,1
8,82,31,40,1
8,83,31,17,1
8,84,31,32,1
8,85,31,15,1
8,86,31,19,1
8,87,31,32,1
8,88,31,24,1
8,89,31,29,1
8,90,31,35,1
8,91,31,19,1
8,92,31,41,1
8,93,31,31,1
8,94,31,29,1
8,95,31,26,1
8,96,31,34,1
8,97,31,39,1
8,98,31,38,1
8,99,31,27,1
9,100,31,100,0
9,10,31,100,0
9,11,31,89,0
9,12,31,94,0
9,13,31,93,0
9,14,31,95,0
9,15,31,100,0
9,16,31,88,0
9,17,31,100,0
9,18,31,77,0
9,19,31,100,0
9,20,31,100,0
9,21,31,100,0
9,22,31,100,0
9,23,31,100,0
9,24,31,90,0
9,25,31,100,0
9,26,31,100,0
9,27,31,95,0
9,28,31,93,0
9,29,31,100,0
9,30,31,97,0
9,31,31,89,0
9,32,31,83,0
9,33,31,85,0
9,34,31,100,0
9,35,31,100,0
9,36,31,79,0
9,37,31,65,0
9,38,31,90,0
9,39,31,95,0
9,40,31,83,0
9,41,31,75,0
9,42,31,87,0
9,43,31,90,0
9,44,31,69,0
9,45,31,100,0
9,46,31,93,0
9,47,31,100,0
9,48,31,99,0
9,49,31,100,0
9,50,31,100,0
9,51,31,91,0
9,52,31,90,0
9,53,31,100,0
9,54,31,92,0
9,55,31,92,0
9,56,31,82,0
9,57,31,98,0
9,58,31,82,0
9,59,31,94,0
9,60,31,100,0
9,61,31,98,0
9,62,31,77,0
9,63,31,96,0
9,64,31,100,0
9,65,31,88,0
9,66,31,89,0
9,67,31,80,0
9,68,31,86,0
9,69,31,69,0
9,70,31,91,0
9,71,31,93,0
9,72,31,67,0
9,73,31,81,0
9,74,31,88,0
9,75,31,100,0
9,76,31,88,0
9,77,31,90,0
9,78,31,100,0
9,79,31,79,0
9,80,31,100,0
9,81,31,100,0
9,82,31,88,0
9,83,31,88,0
9,84,31,92,0
9,85,31,81,0
9,86,31,100,0
9,87,31,82,0
9,88,31,87,0
9,89,31,100,0
9,90,31,83,0
9,91,31,74,0
9,92,31,87,0
9,93,31,100,0
9,94,31,79,0
9,95,31,92,0
9,96,31,92,0
9,97,31,100,0
9,98,31,80,0
9,99,31,99,0
9,100,31,37,1
9,10,31,36,1
9,11,31,38,1
9,12,31,40,1
9,13,31,38,1
9,14,31,38,1
9,15,31,27,1
9,16,31,46,1
9,17,31,52,1
9,18,31,38,1
9,19,31,29,1
9,20,31,41,1
9,21,31,31,1
9,22,31,31,1
9,23,31,25,1
9,24,31,32,1
9,25,31,25,1
9,26,31,57,1
9,27,31,28,1
9,28,31,33,1
9,29,31,22,1
9,30,31,22,1
9,31,31,32,1
9,32,31,26,1
9,33,31,19,1
9,34,31,35,1
9,35,31,18,1
9,36,31,22,1
9,37,31,21,1
9,38,31,32,1
9,39,31,21,1
9,40,31,18,1
9,41,31,13,1
9,42,31,23,1
9,43,31,17,1
9,44,31,31,1
9,45,31,37,1
9,46,31,24,1
9,47,31,26,1
9,48,31,12,1
9,49,31,16,1
9,50,31,27,1
9,51,31,20,1
9,52,31,25,1
9,53,31,16,1
9,54,31,24,1
9,55,31,33,1
9,56,31,24,1
9,57,31,28,1
9,58,31,21,1
9,59,31,26,1
9,60,31,23,1
9,61,31,26,1
9,62,31,18,1
9,63,31,22,1
9,64,31,25,1
9,65,31,25,1
9,66,31,36,1
9,67,31,27,1
9,68,31,32,1
9,69,31,27,1
9,70,31,24,1
9,71,31,25,1
9,72,31,27,1
9,73,31,16,1
9,74,31,18,1
9,75,31,25,1
9,76,31,20,1
9,77,31,17,1
9,78,31,19,1
9,79,31,24,1
9,80,31,31,1
9,81,31,14,1
9,82,31,21,1
9,83,31,20,1
9,84,31,25,1
9,85,31,27,1
9,86,31,28,1
9,87,31,25,1
9,88,31,40,1
9,89,31,34,1
9,90,31,34,1
9,91,31,27,1
9,92,31,32,1
9,93,31,38,1
9,94,31,26,1
9,95,31,25,1
9,96,31,31,1
9,97,31,31,1
9,98,31,32,1
9,99,31,31,1
10,100,31,86,0
10,10,31,84,0
10,11,31,94,0
10,12,31,77,0
10,13,31,100,0
10,14,31,88,0
10,15,31,89,0
10,16,31,100,0
10,17,31,85,0
10,18,31,92,0
10,19,31,91,0
10,20,31,100,0
10,21,31,85,0
10,22,31,93,0
10,23,31,99,0
10,24,31,100,0
10,25,31,100,0
10,26,31,83,0
10,27,31,100,0
10,28,31,90,0
10,29,31,100,0
10,30,31,90,0
10,31,31,92,0
10,32,31,100,0
10,33,31,88,0
10,34,31,100,0
10,35,31,88,0
10,36,31,100,0
10,37,31,95,0
10,38,31,100,0
10,39,31,100,0
10,40,31,89,0
10,41,31,85,0
10,42,31,100,0
10,43,31,100,0
10,44,31,100,0
10,45,31,100,0
10,46,31,96,0
10,47,31,93,0
10,48,31,100,0
10,49,31,87,0
10,50,31,83,0
10,51,31,93,0
10,52,31,100,0
10,53,31,100,0
10,54,31,96,0
10,55,31,91,0
10,56,31,87,0
10,57,31,89,0
10,58,31,100,0
10,59,31,83,0
10,60,31,93,0
10,61,31,89,0
10,62,31,99,0
10,63,31,96,0
10,64,31,100,0
10,65,31,100,0
10,66,31,100,0
10,67,31,89,0
10,68,31,86,0
10,69,31,92,0
10,70,31,76,0
10,71,31,100,0
10,72,31,100,0
10,73,31,96,0
10,74,31,91,0
10,75,31,81,0
10,76,31,100,0
10,77,31,92,0
10,78,31,100,0
10,79,31,82,0
10,80,31,100,0
10,81,31,100,0
10,82,31,67,0
10,83,31,100,0
10,84,31,100,0
10,85,31,100,0
10,86,31,100,0
10,87,31,91,0
10,88,31,93,0
10,89,31,69,0
10,90,31,91,0
10,91,31,86,0
10,92,31,88,0
10,93,31,79,0
10,94,31,99,0
10,95,31,100,0
10,96,31,94,0
10,97,31,100,0
10,98,31,97,0
10,99,31,100,0
10,100,31,32,1
10,10,31,40,1
10,11,31,45,1
10,12,31,58,1
10,13,31,29,1
10,14,31,34,1
10,15,31,35,1
10,16,31,31,1
10,17,31,32,1
10,18,31,32,1
10,19,31,42,1
10,20,31,48,1
10,21,31,19,1
10,22,31,37,1
10,23,31,28,1
10,24,31,38,1
10,25,31,22,1
10,26,31,20,1
10,27,31,26,1
10,28,31,38,1
10,29,31,28,1
10,30,31,30,1
10,31,31,21,1
10,32,31,27,1
10,33,31,17,1
10,34,31,21,1
10,35,31,24,1
10,36,31,37,1
10,37,31,27,1
10,38,31,25,1
10,39,31,18,1
10,40,31,23,1
10,41,31,22,1
10,42,31,30,1
10,43,31,22,1
10,44,31,18,1
10,45,31,26,1
10,46,31,19,1
10,47,31,29,1
10,48,31,15,1
10,49,31,27,1
10,50,31,21,1
10,51,31,27,1
10,52,31,21,1
10,53,31,24,1
10,54,31,24,1
10,55,31,30,1
10,56,31,17,1
10,57,31,22,1
10,58,31,36,1
10,59,31,21,1
10,60,31,18,1
10,61,31,35,1
10,62,31,32,1
10,63,31,25,1
10,64,31,28,1
10,65,31,22,1
10,66,31,26,1
10,67,31,25,1
10,68,31,24,1
10,69,31,26,1
10,70,31,15,1
10,71,31,24,1
10,72,31,16,1
10,73,31,30,1
10,74,31,21,1
10,75,31,18,1
10,76,31,26,1
10,77,31,25,1
10,78,31,16,1
10,79,31,25,1
10,80,31,21,1
10,81,31,25,1
10,82,31,19,1
10,83,31,27,1
10,84,31,42,1
10,85,31,28,1
10,86,31,22,1
10,87,31,30,1
10,88,31,20,1
10,89,31,32,1
10,90,31,21,1
10,91,31,23,1
10,92,31,30,1
10,93,31,30,1
10,94,31,23,1
10,95,31,31,1
10,96,31,37,1
10,97,31,29,1
10,98,31,29,1
10,99,31,24,1
